building_id,prediction_time,predicted_load
BuildingB_678,29/1/2025 5:00,
BuildingB_679,29/1/2025 6:00,
BuildingB_680,29/1/2025 7:00,
BuildingB_681,29/1/2025 8:00,
BuildingB_682,29/1/2025 9:00,
BuildingB_683,29/1/2025 10:00,
BuildingB_684,29/1/2025 11:00,
BuildingB_685,29/1/2025 12:00,
BuildingB_686,29/1/2025 13:00,
BuildingB_687,29/1/2025 14:00,
BuildingB_688,29/1/2025 15:00,
BuildingB_689,29/1/2025 16:00,
BuildingB_690,29/1/2025 17:00,
BuildingB_691,29/1/2025 18:00,
BuildingB_692,29/1/2025 19:00,
BuildingB_693,29/1/2025 20:00,
BuildingB_694,29/1/2025 21:00,
BuildingB_695,29/1/2025 22:00,
BuildingB_696,29/1/2025 23:00,
BuildingB_697,30/1/2025 0:00,
BuildingB_698,30/1/2025 1:00,
BuildingB_699,30/1/2025 2:00,
BuildingB_700,30/1/2025 3:00,
BuildingB_701,30/1/2025 4:00,
BuildingB_702,30/1/2025 5:00,
BuildingB_703,30/1/2025 6:00,
BuildingB_704,30/1/2025 7:00,
BuildingB_705,30/1/2025 8:00,
BuildingB_706,30/1/2025 9:00,
BuildingB_707,30/1/2025 10:00,
BuildingB_708,30/1/2025 11:00,
BuildingB_709,30/1/2025 12:00,
BuildingB_710,30/1/2025 13:00,
BuildingB_711,30/1/2025 14:00,
BuildingB_712,30/1/2025 15:00,
BuildingB_713,30/1/2025 16:00,
BuildingB_714,30/1/2025 17:00,
BuildingB_715,30/1/2025 18:00,
BuildingB_716,30/1/2025 19:00,
BuildingB_717,30/1/2025 20:00,
BuildingB_718,30/1/2025 21:00,
BuildingB_719,30/1/2025 22:00,
BuildingB_720,30/1/2025 23:00,
